county,sub_county,ward,facility_code,facility_name,keph_level,operation_status,lat,lon,available_chws,ward_population,vulnerability_score,under5_share,distance_to_level3_km,terrain_class,phc_access_1h_share,travel_friction_phc_1h,stunting_u5_pct,wasting_u5_pct,underweight_u5_pct,facility_delivery_pct,skilled_delivery_pct,anc4_pct,maternal_risk_index,hh_itn_ownership_pct,malaria_itn_gap_pct,ccri_malaria_pf_score,ccri_riverine_flood_score,ccri_drought_score,ccri_food_insecurity_score,ccri_child_nutrition_score,ccri_maternal_health_score,ccri_risk_index,flood_risk_flag,seasonal_mobility_flag,chw_monthly_stipend_kes,anc_skilled_pct,poverty_overall_pct,linked_chu_count,real_chw_headcount,adm2_match_level,adm2_pcode,adm2_name
KILIFI,magarini,ADU,23118.0,Shakahola Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
KILIFI,magarini,ADU,23121.0,Kamale Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
KILIFI,kilifi north,KIBARANI,21539.0,Konjora Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1288760154851222,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003011,Kilifi North
KILIFI,kilifi north,TEZO,21918.0,Burudisha Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.1288760154851222,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003011,Kilifi North
KILIFI,ganze,GANZE,21544.0,Jila Model Health Centre,Level 3,Operational,-3.4754826,39.7474738,4,21400,0.76,0.14612703107594208,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003015,Ganze
KILIFI,ganze,GANZE,21545.0,Kachororoni Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,21400,0.76,0.14612703107594208,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003015,Ganze
GARISSA,garissa,WABERI,22963.0,Ankara Medical Centre,Level 2,Operational,-0.4835452,39.6508399,2,12800,0.85,0.14363793869304695,0.0,arid,0.5778061924502605,0.42219380754973956,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,0,,county_mean,,
KILIFI,kaloleni,MARIAKANI,22920.0,Baraka,Level 3,Operational,-3.0764178,39.4815906,4,22000,0.76,0.13836680838586718,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003013,Kaloleni
ISIOLO,isiolo,NGARE MARA,22843.0,SIMBA CLINIC ISIOLO,Level 2,Operational,0.5534442,37.5176727,2,18200,0.84,0.1472046236206165,23.284,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
LAMU,lamu west,MKUNUMBI,22808.0,Uziwa Dispensary,Level 2,Operational,-1.6958246,41.52466,2,12800,0.75,0.12589658173524204,6.666,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005022,Lamu West
LAMU,lamu west,BAHARI,22804.0,Tewe Dispensary,Level 2,Operational,-1.6958246,41.52466,2,9600,0.75,0.12589658173524204,6.666,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005022,Lamu West
KILIFI,kilifi north,WATAMU,22766.0,Jimba Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1288760154851222,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003011,Kilifi North
KILIFI,kilifi south,SHIMO LA TEWA,22554.0,ST Marys' Health Care,Level 2,Operational,-3.2327384,40.1254902,2,22000,0.76,0.1265490109662199,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003012,Kilifi South
KWALE,matuga,TSIMBA GOLINI,22497.0,Chitsanze Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.13139450546197343,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
KILIFI,kaloleni,MARIAKANI,22482.0,St. Jane Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.13836680838586718,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003013,Kaloleni
KILIFI,rabai,RABAI/KISURUTINI,22410.0,Ultramed Health Care,Level 2,Operational,-3.9551348,39.7471238,2,18700,0.76,0.12527744948257474,0.476,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,0.0,0,5000,99.3,,0,,subcounty_exact,KE003014,Rabai
KWALE,kinango,PUMA,22300.0,Mazola Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
GARISSA,garissa,IFTIN,13382.0,Korakora Health Centre,Level 3,Operational,-0.4492675,39.637581,4,12800,0.85,0.14363793869304695,0.0,arid,0.5778061924502605,0.42219380754973956,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,1,,county_mean,,
MANDERA,lafey,LAFEY,22267.0,Damasa Dispensary,Level 2,Operational,3.16894,40.0978592,2,9100,0.9,0.178184582876665,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009044,Lafey
MANDERA,lafey,WARANQARA,22265.0,Gari Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.178184582876665,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009044,Lafey
MANDERA,lafey,LAFEY,22262.0,Kabo Dispensary,Level 2,Operational,3.16894,40.0978592,2,9100,0.9,0.178184582876665,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009044,Lafey
MANDERA,lafey,LAFEY,22261.0,Alungu Dispensary,Level 2,Operational,3.16894,40.0978592,2,9100,0.9,0.178184582876665,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009044,Lafey
KILIFI,malindi,JILORE,21541.0,Mkondoni Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.12831770034594672,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
KILIFI,malindi,JILORE,21542.0,Sosobora Dispesary,Level 2,Operational,-3.2215148,39.8206431,2,22000,0.76,0.12831770034594672,13.818,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
MANDERA,mandera west,LAGSURE,22255.0,Lagsure Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2104910595345934,213.769,arid,1.0,0.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009039,Mandera West
MANDERA,mandera west,TAKABA,22254.0,Didkuro Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2104910595345934,213.769,arid,1.0,0.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009039,Mandera West
MANDERA,mandera west,DANDU,22253.0,Qarsahama Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2104910595345934,213.769,arid,1.0,0.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009039,Mandera West
MANDERA,mandera west,DANDU,22252.0,El-Danada Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2104910595345934,213.769,arid,1.0,0.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009039,Mandera West
KWALE,matuga,TIWI,22075.0,Pongwe Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.13139450546197343,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
MANDERA,mandera south,KUTULO,22061.0,Nyatalio Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.1904437541067638,213.769,arid,0.5476866233886865,0.45231337661131354,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009042,Mandera South
KWALE,msambweni,KINONDO,22060.0,Gazi Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.1214771089299197,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002007,Msambweni
KWALE,msambweni,KINONDO,22059.0,Alwalidayn Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.1214771089299197,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002007,Msambweni
KWALE,msambweni,RAMISI,22057.0,Munje Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,12400,0.8,0.1214771089299197,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002007,Msambweni
KWALE,msambweni,RAMISI,22050.0,Shiraz Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,12400,0.8,0.1214771089299197,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002007,Msambweni
KWALE,kinango,NDAVAYA,21948.0,Gulanze Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
KWALE,kinango,CHENGONI/SAMBURU,21947.0,Maji ya chumvi Dispensary,Level 2,Operational,-4.4043223,39.2944233,2,19800,0.8,0.16069809559414464,12.944,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
KWALE,kinango,PUMA,21944.0,Busa dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
KILIFI,ganze,GANZE,21921.0,Yenu Community Health Care,Level 2,Operational,-3.9551348,39.7471238,2,21400,0.76,0.14612703107594208,0.476,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
KILIFI,ganze,JARIBUNI,21917.0,Havilah Health Care,Level 2,Operational,-3.9551348,39.7471238,2,22000,0.76,0.14612703107594208,0.476,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
KILIFI,kilifi south,JUNJU,21916.0,Mama Amany Health Centre,Level 2,Operational,-3.4754826,39.7474738,2,22000,0.76,0.1265490109662199,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003012,Kilifi South
MANDERA,banissa,MALKAMARI,21871.0,Hullow Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2004659940560853,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009040,Banissa
KWALE,kinango,MWAVUMBO,21834.0,Mavirivirini Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
KWALE,kinango,KASEMENI,21833.0,CHIGATO DISPENSARY,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
GARISSA,balambala,SAKA,21825.0,Hadley dispensary Dispensary,Level 2,Operational,0.3507864,40.1116395,2,12800,0.85,0.1425179211469534,41.666,arid,0.7055406212664277,0.2944593787335723,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,0,,subcounty_exact,KE007028,Balambala
MANDERA,mandera south,KUTULO,21793.0,KUTAYU DISPENSARY,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.1904437541067638,213.769,arid,0.5476866233886865,0.45231337661131354,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009042,Mandera South
KILIFI,magarini,MARAFA,21787.0,Mulunguni Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,18200,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003017,Magarini
MARSABIT,laisamis,KORR/NGURUNIT,21708.0,Korr Health Centre,Level 3,Operational,2.0027755,37.909047,4,11000,0.92,0.16039390545423807,0.0,arid,0.9338066961109585,0.06619330388904154,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010048,Laisamis
KWALE,kinango,MACKINON ROAD,21696.0,VINYUNDUNI DISPENSARY,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
KWALE,matuga,WaaNgombeni,21694.0,Kombani Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.13139450546197343,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
KWALE,lunga lunga,PONGWE/KIKOKENI,21441.0,Riziki Medical Clinic,Level 2,Operational,-4.2945303,39.5630696,2,19800,0.8,0.15456647312342872,5.753,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002008,Lunga Lunga
MANDERA,mandera south,KUTULO,21382.0,Falama Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.1904437541067638,213.769,arid,0.5476866233886865,0.45231337661131354,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009042,Mandera South
MANDERA,banissa,BANISSA,21380.0,Lulis Dispensary,Level 2,Operational,3.16894,40.0978592,2,11300,0.9,0.2004659940560853,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009040,Banissa
MANDERA,banissa,GUBA,21379.0,Choroko Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2004659940560853,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009040,Banissa
MANDERA,banissa,KILWEHIRI,21378.0,Birkan Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2004659940560853,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009040,Banissa
KILIFI,malindi,SHELLA,21302.0,Barani Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.12831770034594672,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
GARISSA,dadaab,DADAAB,21214.0,Bogyar dispensary,Level 2,Operational,0.3507864,40.1116395,2,38500,0.85,0.1428075264425628,41.666,arid,3.2158787227816065e-06,0.9999967841212772,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,0,,subcounty_exact,KE007030,Dadaab
KILIFI,magarini,MARAFA,21213.0,Mjanaheri Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,18200,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
MANDERA,mandera south,SHIMBIR FATUMA,21190.0,Qalanqalesa Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.1904437541067638,213.769,arid,0.5476866233886865,0.45231337661131354,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009042,Mandera South
MANDERA,mandera east,TOWNSHIP,21182.0,Odha Dispensary,Level 2,Operational,3.16894,40.0978592,2,45200,0.9,0.16136107711138312,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009043,Mandera East
MANDERA,mandera west,GITHER,21180.0,Sake dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2104910595345934,213.769,arid,1.0,0.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009039,Mandera West
KILIFI,ganze,JARIBUNI,21119.0,Mwapula Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.14612703107594208,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
LAMU,lamu east,FAZA,21071.0,Shanga Dispensary,Level 2,Operational,-1.6958246,41.52466,2,8100,0.75,0.11947817786498383,6.666,semi_arid,0.0,1.0,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005021,Lamu East
LAMU,lamu east,FAZA,21070.0,Mtangawanda Dispensary,Level 2,Operational,-1.6958246,41.52466,2,8100,0.75,0.11947817786498383,6.666,semi_arid,0.0,1.0,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005021,Lamu East
ISIOLO,garbatulla,GARBA TULLA,20847.0,Eskot Dispensary,Level 2,Operational,0.2857858,37.5436727,2,12800,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
ISIOLO,garbatulla,GARBA TULLA,20829.0,Duse Dispensary,Level 2,Operational,0.2857858,37.5436727,2,12800,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,1,,county_mean,,
SAMBURU,samburu north,NACHOLA,20765.0,Logetei Dispensary,Level 2,Operational,1.0679655,37.231326,2,7200,0.87,0.16597543681267224,13.9,arid,0.0,1.0,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,subcounty_exact,KE025134,Samburu North
SAMBURU,samburu central,LODOKEJEK,20764.0,Lchakwai  Dispensary,Level 2,Operational,1.0679655,37.231326,2,10200,0.87,0.16191447860565616,13.9,arid,0.0008656071894026338,0.9991343928105975,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,county_mean,,
SAMBURU,samburu north,NYIRO,20757.0,Parkati Dispensary,Level 2,Operational,1.0679655,37.231326,2,8900,0.87,0.16597543681267224,13.9,arid,0.0,1.0,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,subcounty_exact,KE025134,Samburu North
SAMBURU,samburu north,NDOTO,20756.0,Urah Dispensary,Level 2,Operational,1.0679655,37.231326,2,10200,0.87,0.16597543681267224,13.9,arid,0.0,1.0,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,subcounty_exact,KE025134,Samburu North
SAMBURU,samburu north,NDOTO,20755.0,Seren Dispensary,Level 2,Operational,1.0679655,37.231326,2,10200,0.87,0.16597543681267224,13.9,arid,0.0,1.0,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,subcounty_exact,KE025134,Samburu North
SAMBURU,samburu east,WAMBA WEST,20745.0,Remot Dispensary,Level 2,Operational,1.0679655,37.231326,2,11400,0.87,0.16415413643525453,13.9,arid,0.0025968215682079013,0.997403178431792,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,subcounty_exact,KE025135,Samburu East
