county,sub_county,ward,facility_code,facility_name,keph_level,operation_status,lat,lon,available_chws,ward_population,vulnerability_score,under5_share,distance_to_level3_km,terrain_class,phc_access_1h_share,travel_friction_phc_1h,stunting_u5_pct,wasting_u5_pct,underweight_u5_pct,facility_delivery_pct,skilled_delivery_pct,anc4_pct,maternal_risk_index,hh_itn_ownership_pct,malaria_itn_gap_pct,ccri_malaria_pf_score,ccri_riverine_flood_score,ccri_drought_score,ccri_food_insecurity_score,ccri_child_nutrition_score,ccri_maternal_health_score,ccri_risk_index,flood_risk_flag,seasonal_mobility_flag,chw_monthly_stipend_kes,anc_skilled_pct,poverty_overall_pct,linked_chu_count,real_chw_headcount,adm2_match_level,adm2_pcode,adm2_name
GARISSA,ijara,IJARA,16285.0,Bultohama Dispensary,Level 2,Operational,0.3507864,40.1116395,2,9800,0.85,0.14551991186078128,41.666,arid,1.0,0.0,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,1,,subcounty_exact,KE007032,Ijara
KWALE,matuga,WaaNgombeni,11888.0,Waa Dispensary,Level 2,Operational,-4.1734008,39.6025599,2,19800,0.8,0.13139450546197343,8.571,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
KILIFI,ganze,BAMBA,11237.0,Bamba Sub-County Hospital,Level 4,Operational,-3.684,39.534,6,18900,0.76,0.14612703107594208,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,4,,subcounty_exact,KE003015,Ganze
GARISSA,ijara,IJARA,13308.0,Bodhai Dispensary,Level 2,Operational,0.3507864,40.1116395,2,9800,0.85,0.14551991186078128,41.666,arid,1.0,0.0,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,0,,subcounty_exact,KE007032,Ijara
LAMU,lamu west,BAHARI,11649.0,Mpeketoni Sub-County Hospital,Level 4,Operational,-2.018,40.895,6,9600,0.75,0.12589658173524204,0.0,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005022,Lamu West
GARISSA,fafi,JARAJILA,13359.0,Hagadera Hospital,Level 4,Operational,0.7640011,39.3096495,6,12800,0.85,0.142575550431571,0.0,arid,0.00034280817026139125,0.9996571918297386,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,0,,subcounty_exact,KE007031,Fafi
MARSABIT,saku,MARSABIT CENTRAL,12472.0,Marsabit County Referral Hospital,Level 5,Operational,2.334,37.99,8,16700,0.92,0.14238372663895527,0.0,arid,1.0,0.0,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,0,,subcounty_exact,KE010047,Saku
TURKANA,turkana central,LODWAR TOWNSHIP,15049.0,Lodwar County Referral Hospital,Level 5,Operational,3.1191,35.5973,8,10500,0.89,0.15780605951198964,0.0,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,subcounty_exact,KE023125,Turkana Central
MANDERA,mandera east,TOWNSHIP,13402.0,Mandera County Refferal Hospital,Level 5,Operational,3.9420918,41.8614143,8,45200,0.9,0.16136107711138312,0.0,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009043,Mandera East
WEST POKOT,west pokot,KAPENGURIA,14701.0,Kapenguria County Referral Hospital,Level 5,Operational,1.238,35.112,8,22400,0.83,0.1815939520462156,0.0,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,1,,county_mean,,
NAROK,narok north,NAROK TOWN,15311.0,Narok County Referral Hospital,Level 5,Operational,-1.083,35.873,8,21000,0.78,0.15117207386495118,0.0,semi_arid,1.0,0.0,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,subcounty_exact,KE033179,Narok North
KILIFI,kilifi south,MTEPENI,11454.0,Kanamai Health Care,Level 2,Operational,-3.9551348,39.7471238,2,22000,0.76,0.1265490109662199,0.476,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003012,Kilifi South
KWALE,msambweni,RAMISI,11655.0,Msambweni District Hospital,Level 4,Operational,-4.1393915,39.3132265,6,12400,0.8,0.1214771089299197,0.0,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002007,Msambweni
KILIFI,kilifi north,MNARANI,11217.0,Amani Medical Clinic (Kilifi),Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.1288760154851222,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003011,Kilifi North
GARISSA,dadaab,DADAAB,13316.0,Dadaab Sub-County Hospital,Level 4,Operational,-0.0504,40.3021,6,38500,0.85,0.1428075264425628,0.0,arid,3.2158787227816065e-06,0.9999967841212772,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,2,,subcounty_exact,KE007030,Dadaab
KILIFI,kilifi south,JUNJU,11606.0,Michaela Denis Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.1265490109662199,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003012,Kilifi South
LAMU,lamu west,MKOMANI,11512.0,Lamu County Referral Hospital,Level 4,Operational,-2.2694,40.9022,6,12800,0.75,0.12589658173524204,0.0,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005022,Lamu West
GARISSA,hulugho,SANGAILU,13360.0,Handaro Dispensary,Level 2,Operational,0.3507864,40.1116395,2,12800,0.85,0.14363793869304695,41.666,arid,0.5778061924502605,0.42219380754973956,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,3,,county_mean,,
MARSABIT,moyale,BUTIYE,11952.0,Bori Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.1650847170987961,0.0,arid,0.0819002420488537,0.9180997579511463,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010045,Moyale
MANDERA,mandera south,KUTULO,16444.0,Garsesala Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.1904437541067638,213.769,arid,0.5476866233886865,0.45231337661131354,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009042,Mandera South
KILIFI,magarini,MARAFA,11689.0,Mwangatini Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,18200,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003017,Magarini
LAMU,lamu west,SHELLA,11784.0,Shella Dispensary,Level 2,Operational,-2.2928516,40.9131005,2,12800,0.75,0.12589658173524204,2.875,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,1,,subcounty_exact,KE005022,Lamu West
SAMBURU,samburu east,WAMBA NORTH,14459.0,Ngilai Dispensary,Level 2,Operational,1.0679655,37.231326,2,9800,0.87,0.16415413643525453,13.9,arid,0.0025968215682079013,0.997403178431792,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,2,,subcounty_exact,KE025135,Samburu East
KILIFI,kilifi north,SOKONI,11623.0,Mission Medical Clinic (Bahari),Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.1288760154851222,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003011,Kilifi North
KILIFI,rabai,RURUMA,11547.0,Makanzani Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.12527744948257474,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,0.0,0,5000,99.3,,1,,subcounty_exact,KE003014,Rabai
KWALE,msambweni,RAMISI,11368.0,Eshu Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,12400,0.8,0.1214771089299197,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002007,Msambweni
KWALE,matuga,MKONGANI,11684.0,Mwaluphamba Dispensary,Level 2,Operational,-4.2258619,39.3663112,2,19800,0.8,0.13139450546197343,11.274,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002009,Matuga
GARISSA,balambala,SANKURI,13299.0,Balich Dispensary,Level 2,Operational,0.3507864,40.1116395,2,12800,0.85,0.1425179211469534,41.666,arid,0.7055406212664277,0.2944593787335723,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,1,,subcounty_exact,KE007028,Balambala
KILIFI,ganze,JARIBUNI,11730.0,Palakumi Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.14612703107594208,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
KILIFI,kilifi north,WATAMU,11293.0,Cowdray Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1288760154851222,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003011,Kilifi North
KWALE,matuga,TSIMBA GOLINI,11590.0,Mbuguni Dispensary,Level 2,Operational,-4.1086103,39.5547138,2,19800,0.8,0.13139450546197343,16.044,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
KILIFI,ganze,BAMBA,11617.0,Rimarapera Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,18900,0.76,0.14612703107594208,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
ISIOLO,isiolo,WABERA,16745.0,Kambi Garba Dispensary,Level 2,Operational,0.3962497,37.5964538,2,18900,0.84,0.1472046236206165,4.941,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,1,,county_mean,,
KILIFI,magarini,ADU,11805.0,Sosoni Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
MARSABIT,saku,MARSABIT CENTRAL,11983.0,Dakabaricha Dispensary,Level 2,Operational,3.5244107,39.0710346,2,16700,0.92,0.14238372663895527,0.0,arid,1.0,0.0,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010047,Saku
KILIFI,malindi,SHELLA,11855.0,Town Centre Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.12831770034594672,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
KILIFI,rabai,RABAI/KISURUTINI,16185.0,Bengo Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,18700,0.76,0.12527744948257474,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,0.0,0,5000,99.3,,0,,subcounty_exact,KE003014,Rabai
KILIFI,malindi,SHELLA,11364.0,Egah Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.12831770034594672,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
SAMBURU,samburu north,EL-BARTA,14228.0,Baragoi Sub-County Hospital,Level 4,Operational,1.785346,36.7930969,6,10200,0.87,0.16597543681267224,0.0,arid,0.0,1.0,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,2,,subcounty_exact,KE025134,Samburu North
KWALE,lunga lunga,DZOMBO,11543.0,Majimoto Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.15456647312342872,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002008,Lunga Lunga
KWALE,kinango,KASEMENI,11662.0,Mtaa Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
SAMBURU,samburu central,LOOSUK,15079.0,Loosuk  Health Centre,Level 2,Operational,1.7416357,37.3081385,2,8200,0.87,0.16191447860565616,0.0,arid,0.0008656071894026338,0.9991343928105975,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,1,,county_mean,,
SAMBURU,samburu central,PORRO,15468.0,Porro Health Centre,Level 2,Operational,1.7416357,37.3081385,2,10200,0.87,0.16191447860565616,0.0,arid,0.0008656071894026338,0.9991343928105975,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,1,,county_mean,,
SAMBURU,samburu north,NACHOLA,15270.0,Nachola Health Centre,Level 2,Operational,1.7416357,37.3081385,2,7200,0.87,0.16597543681267224,0.0,arid,0.0,1.0,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,1,,subcounty_exact,KE025134,Samburu North
KILIFI,ganze,GANZE,11845.0,Chamalo Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,21400,0.76,0.14612703107594208,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
MARSABIT,saku,MARSABIT CENTRAL,12723.0,Sagante Dispensary,Level 2,Operational,3.5244107,39.0710346,2,16700,0.92,0.14238372663895527,0.0,arid,1.0,0.0,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010047,Saku
KILIFI,kilifi south,SHIMO LA TEWA,11912.0,Oasis Medical Center,Level 2,Operational,-3.183852,39.7841425,2,22000,0.76,0.1265490109662199,8.115,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003012,Kilifi South
KILIFI,malindi,JILORE,11870.0,Upendo Health Care Clinic,Level 2,Operational,-3.1735948,39.8601264,2,22000,0.76,0.12831770034594672,15.719,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
MANDERA,mandera north,RHAMU,13423.0,Mandera North Sub county Hospital,Level 4,Operational,3.9420918,41.8614143,6,12400,0.9,0.17047954134766874,0.0,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009041,Mandera North
MARSABIT,moyale,GOLBO,12634.0,Nana Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.1650847170987961,0.0,arid,0.0819002420488537,0.9180997579511463,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010045,Moyale
KWALE,kinango,MWAVUMBO,11473.0,Kilibasi Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002010,Kinango
KILIFI,kaloleni,MWANAMWINGA,11481.0,Kinarani Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.13836680838586718,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,3,,subcounty_exact,KE003013,Kaloleni
LAMU,lamu west,HINDI,11247.0,Bargoni Nys Dispensary,Level 2,Operational,-1.6958246,41.52466,2,11300,0.75,0.12589658173524204,6.666,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,1,,subcounty_exact,KE005022,Lamu West
ISIOLO,garbatulla,SERICHO,12540.0,Modogashe Dispensary,Level 2,Operational,0.2857858,37.5436727,2,12800,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,2,,county_mean,,
GARISSA,balambala,BALAMBALA,13331.0,Dujis Health Centre,Level 3,Operational,-0.4492675,39.637581,4,12300,0.85,0.1425179211469534,0.0,arid,0.7055406212664277,0.2944593787335723,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,1,,subcounty_exact,KE007028,Balambala
MARSABIT,moyale,SOLOLO,11930.0,Anona Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.1650847170987961,0.0,arid,0.0819002420488537,0.9180997579511463,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010045,Moyale
KWALE,matuga,TIWI,11537.0,Magodzoni Dispensary,Level 2,Operational,-4.2110867,39.5564276,2,19800,0.8,0.13139450546197343,5.474,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002009,Matuga
MARSABIT,north horr,TURBI,11956.0,Bubisa Dispensary,Level 2,Operational,3.72,37.54,2,8800,0.92,0.11560098828371891,67.156,arid,0.03895154171215453,0.9610484582878455,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,2,,subcounty_exact,KE010046,North Horr
KILIFI,malindi,SHELLA,11678.0,Muyeye Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.12831770034594672,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003016,Malindi
KILIFI,magarini,GONGONI,11402.0,Gongoni Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.1430688616634187,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003017,Magarini
KILIFI,kilifi north,TEZO,11668.0,Mtondia Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.1288760154851222,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003011,Kilifi North
GARISSA,garissa,GALBET,13448.0,Utawala Dispensary,Level 2,Operational,0.3507864,40.1116395,2,12800,0.85,0.14363793869304695,41.666,arid,0.5778061924502605,0.42219380754973956,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,1,,county_mean,,
KILIFI,magarini,ADU,11564.0,Marereni Medical Clinic,Level 2,Operational,-2.8642006,40.1464021,2,22000,0.76,0.1430688616634187,3.956,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003017,Magarini
KILIFI,magarini,ADU,11256.0,Bombi Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
KILIFI,kilifi north,DABASO,11388.0,Gede Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.1288760154851222,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,2,,subcounty_exact,KE003011,Kilifi North
KILIFI,magarini,MARAFA,16524.0,Sacred Heart Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,18200,0.76,0.1430688616634187,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
KILIFI,malindi,SHELLA,11696.0,Mwawesa Medical Clinic,Level 2,Operational,-3.5226766,39.5291057,2,22000,0.76,0.12831770034594672,17.947,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
TANA RIVER,BURA,MADOGO,11588.0,Mbalambala Dispensary,Level 2,Operational,-1.0182385,39.793616,2,8900,0.86,0.1575021369215992,18.955,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,0,,subcounty_exact,KE004020,Bura
ISIOLO,isiolo,WABERA,11960.0,Catholic Dispensary (Isiolo),Level 2,Operational,0.3962497,37.5964538,2,18900,0.84,0.1472046236206165,4.941,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
MARSABIT,laisamis,KORR/NGURUNIT,12086.0,Illaut Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.16039390545423807,0.0,arid,0.9338066961109585,0.06619330388904154,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,0,,subcounty_exact,KE010048,Laisamis
